category,subcategory,title,price,description,rating,reviews,image_url,product_url,page_num
Computers,Laptops,$1399,1399.0,"Asus ROG Strix GL702VM-GC146T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1060 3GB, Windows 10 Home, Eng kbd",10 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/147,20
Computers,Tablets,$69.99,69.99,"7"" screen, Android",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/10,1
Computers,Tablets,$96.99,96.99,"7"" screen, Android, 16GB",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/11,1
Computers,Tablets,$102.99,102.99,"7"" screen, Android, 8GB",14 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/12,1
Computers,Tablets,$103.99,103.99,"6"" screen, wifi",3 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/13,1
Computers,Tablets,$537.99,537.99,"Wi-Fi + Cellular, 32GB, Silver",8 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/14,1
Computers,Tablets,$88.99,88.99,"Black, 7"" IPS, Quad-Core 1.2GHz, 8GB, Android 4.2",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/15,1
Computers,Tablets,$251.99,251.99,"16GB, White",14 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/16,2
Computers,Tablets,$148.99,148.99,"Blue, 7"" IPS, Quad-Core 1.3GHz, 8GB, 3G, Android 4.2",9 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/17,2
Computers,Tablets,$97.99,97.99,"7"", 8GB, Wi-Fi, Android 4.2, White",2 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/18,2
Computers,Tablets,$489.99,489.99,"12.2"", 32GB, WiFi, Android 4.4, White",9 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/19,2
Computers,Tablets,$130.99,130.99,"White, 7"", Atom 1.2GHz, 8GB, Android 4.4",11 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/20,2
Computers,Tablets,$233.99,233.99,"LTE (SM-T235), Quad-Core 1.2GHz, 8GB, Black",1 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/21,2
Computers,Tablets,$107.99,107.99,"7"", 8GB, Wi-Fi, Android 4.2, Yellow",14 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/22,3
Computers,Tablets,$101.99,101.99,"IPS, Dual-Core 1.2GHz, 8GB, Android 4.3",10 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/23,3
Computers,Tablets,$587.99,587.99,"10.1"", 32GB, Black",6 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/24,3
Computers,Tablets,$320.99,320.99,"White, 10.1"" IPS, 1.6GHz, 2GB, 16GB, Android 4.2",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/25,3
Computers,Tablets,$172.99,172.99,"Silver, 7"" IPS, Quad-Core 1.2Ghz, 16GB, 3G, Android 4.2",8 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/26,3
Computers,Tablets,$99.99,99.99,"Black, 7"", 1.6GHz Dual-Core, 8GB, Android 4.4",1 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/27,3
Computers,Tablets,$121.99,121.99,"Blue, 8"" IPS, Quad-Core 1.3GHz, 16GB, Android 4.2",13 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/28,4
Computers,Tablets,$399.99,399.99,"10.1"", 3G, Android 4.0, Garnet Red",12 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/29,4
Computers,Tablets,$603.99,603.99,"Wi-Fi, 64GB, Silver",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/30,4
Phones,Touch,$24.99,24.99,7 day battery,11 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/1,1
Phones,Touch,$57.99,57.99,"3.2"" screen",11 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/2,1
Phones,Touch,$93.99,93.99,5 mpx. Android 5.0,3 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/3,1
Phones,Touch,$109.99,109.99,"Andoid, Jolla dualboot",4 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/4,1
Phones,Touch,$118.99,118.99,"GPS, waterproof",6 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/5,1
Phones,Touch,$499.99,499.99,Sapphire glass,2 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/6,1
Phones,Touch,$899.99,899.99,White,10 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/7,2
Phones,Touch,$899.99,899.99,Silver,8 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/8,2
Phones,Touch,$899.99,899.99,Black,1 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/9,2
